"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"Look it fashion’s comment: nasionalisme ngga bikin perut kenyang 😝","nasionalisme ngga bikin perut kenyang 😝","nasionalisme ngga bikin perut kenyang","nasionalisme tidak bikin perut kenyang","['nasionalisme', 'bikin', 'perut', 'kenyang']","nasionalisme bikin perut kenyang","negatif","0","0","2025-02-20 03:08:33"
"who is dlanz???’s comment: sekakilan bilang introspeksi dlu yh🤣😂","sekakilan bilang introspeksi dlu yh🤣😂","sekakilan bilang introspeksi dlu yh","sekakilan bilang introspeksi dlu yh","['sekakilan', 'bilang', 'introspeksi', 'dlu', 'yh']","sekakilan bilang introspeksi dlu yh","netral","1","0","2025-02-15 10:06:10"
"Jepang, bisa beli ichimang goseng😭🗿","Jepang, bisa beli ichimang goseng😭🗿","jepang bisa beli ichimang goseng","jepang bisa beli ichimang goseng","['jepang', 'beli', 'ichimang', 'goseng']","jepang beli ichimang goseng","positif","2","1","2025-02-16 05:45:35"
"kabur ke LN untuk kerja lebih baik dari kabur ke yordan buat nyari aman","kabur ke LN untuk kerja lebih baik dari kabur ke yordan buat nyari aman","kabur ke ln untuk kerja lebih baik dari kabur ke yordan buat nyari aman","kabur ke ln untuk kerja lebih baik dari kabur ke yordan buat mencari aman","['kabur', 'ln', 'kerja', 'kabur', 'yordan', 'cari', 'aman']","kabur ln kerja kabur yordan cari aman","positif","0","0","2025-02-14 14:50:48"
"Yrm’s comment: Indonesia kerja mati matian gaji gk seberapa,Aturan terlalu berlebihan btw minimal fisik harus bagus lagi😭😭","Indonesia kerja mati matian gaji gk seberapa,Aturan terlalu berlebihan btw minimal fisik harus bagus lagi😭😭","indonesia kerja mati matian gaji gk seberapaaturan terlalu berlebihan btw minimal fisik harus bagus lagi","indonesia kerja mati matian gaji tidak seberapaaturan terlalu berlebihan ngomong-ngomong minimal fisik harus bagus lagi","['indonesia', 'kerja', 'mati', 'mati', 'gaji', 'seberapaaturan', 'minimal', 'fisik', 'bagus']","indonesia kerja mati mati gaji seberapaaturan minimal fisik bagus","negatif","0","0","2025-02-16 23:11:13"
"⚡️𝙔𝙖𝙪𝙙𝙖𝙝 𝙨𝙞𝙝 𝙬𝙞𝙧⚡️’s comment: Aku tim yang sudah kabur dulu 🗿😭 🇯🇵","Aku tim yang sudah kabur dulu 🗿😭 🇯🇵","aku tim yang sudah kabur dulu","saya tim yang sudah kabur dulu","['tim', 'kabur']","tim kabur","positif","0","0","2025-02-15 05:35:58"
"JerapahTerbang’s comment: kabur o nek gak duwe bekal ilmu podo ae","kabur o nek gak duwe bekal ilmu podo ae","kabur o nek gak duwe bekal ilmu podo ae","kabur o nek tidak duwe bekal ilmu podo ae","['kabur', 'nek', 'duwe', 'bekal', 'ilmu', 'podo', 'ae']","kabur nek duwe bekal ilmu podo ae","negatif","0","0","2025-02-10 08:53:46"
"AkselJasukee’s comment: bilang aja takut ga dapet duit dari rakyat gitu aja susah amat","bilang aja takut ga dapet duit dari rakyat gitu aja susah amat","bilang aja takut ga dapet duit dari rakyat gitu aja susah amat","bilang aja takut tidak dapet duit dari rakyat begitu aja susah amat","['bilang', 'aja', 'takut', 'dapet', 'duit', 'rakyat', 'aja', 'susah']","bilang aja takut dapet duit rakyat aja susah","negatif","0","0","2025-02-21 07:55:59"
"Nizam Ali’s comment: seharusnya pemerintah melihat warga nya knp sampaii merasa harus pindah,,
negara Konoha ini sudah bodoh amat dgn Nasionalisme....
negara Konoha ini sudah menindas rakyat kecil nya..","seharusnya pemerintah melihat warga nya knp sampaii merasa harus pindah,,
negara Konoha ini sudah bodoh amat dgn Nasionalisme....
negara Konoha ini sudah menindas rakyat kecil nya..","seharusnya pemerintah melihat warga nya knp sampaii merasa harus pindah negara konoha ini sudah bodoh amat dgn nasionalisme negara konoha ini sudah menindas rakyat kecil nya","seharusnya pemerintah melihat warga nya knp sampaii merasa harus pindah negara konoha ini sudah bodoh amat dengan nasionalisme negara konoha ini sudah menindas rakyat kecil nya","['perintah', 'warga', 'knp', 'sampai', 'pindah', 'negara', 'konoha', 'bodoh', 'nasionalisme', 'negara', 'konoha', 'tindas', 'rakyat']","perintah warga knp sampai pindah negara konoha bodoh nasionalisme negara konoha tindas rakyat","negatif","0","0","2025-02-21 08:45:33"
"Vrnnnbl’s comment: yeahhh, i had to repost this 🫡🙂‍↕️🙂‍↕️","yeahhh, i had to repost this 🫡🙂‍↕️🙂‍↕️","yeahhh i had to repost this","yeah i had to repost this","['yeah', 'had', 'to', 'repost', 'this']","yeah had to repost this","positif","2","0","2025-02-13 05:44:28"
"ansahofficial’s comment: saya mala nunggu pendapat kakak","saya mala nunggu pendapat kakak","saya mala nunggu pendapat kakak","saya mala nunggu pendapat kakak","['mala', 'nunggu', 'dapat', 'kakak']","mala nunggu dapat kakak","netral","0","0","2025-02-14 23:20:07"
"semakin gak kepengin pulang😂","semakin gak kepengin pulang😂","semakin gak kepengin pulang","semakin tidak kepengin pulang","['pengin', 'pulang']","pengin pulang","positif","0","0","2025-02-17 09:38:30"
"hana maryam’s comment: lapngn kerj syaratnya segudng, umur d ats 25th sdh d anggap jompo","lapngn kerj syaratnya segudng, umur d ats 25th sdh d anggap jompo","lapngn kerj syaratnya segudng umur d ats 25th sdh d anggap jompo","lapngn kerj syaratnya segudng umur d ats 25th sudah d anggap jompo","['lapngn', 'kerj', 'syarat', 'segudng', 'umur', 'ats', 'anggap', 'jompo']","lapngn kerj syarat segudng umur ats anggap jompo","negatif","0","0","2025-02-16 08:29:20"
"saturn🪐’s comment: bismillaaaaaaaaaah 2025 #kaburajadulu","bismillaaaaaaaaaah 2025 #kaburajadulu","bismillaaaaaaaaaah 2025","bismillah 2025","['bismillah']","bismillah","positif","0","1","2025-02-13 13:56:47"
"Akar Rumput’s comment: Rakyat disuruh Nasionalisme tp Negara digadaikan ke Aseng😂","Rakyat disuruh Nasionalisme tp Negara digadaikan ke Aseng😂","rakyat disuruh nasionalisme tp negara digadaikan ke aseng","rakyat disuruh nasionalisme tp negara digadaikan ke aseng","['rakyat', 'suruh', 'nasionalisme', 'tp', 'negara', 'gadai', 'aseng']","rakyat suruh nasionalisme tp negara gadai aseng","negatif","1","0","2025-02-12 06:30:37"
"SitiDjumiatiHamzah19’s comment: #kaburajadulu #stopbayarpajak #indonesiagelap #adilijokowi sekeluarga dan kroni2nya termasuk Sri Mulyani","#kaburajadulu #stopbayarpajak #indonesiagelap #adilijokowi sekeluarga dan kroni2nya termasuk Sri Mulyani","sekeluarga dan kroni2nya termasuk sri mulyani","sekeluarga dan kroni2nya termasuk sri mulyani","['keluarga', 'sri', 'mulyani']","keluarga sri mulyani","negatif","0","0","2025-02-18 13:41:50"
"ridhoardian802o’s comment: ni mahkota mu king👑","ni mahkota mu king👑","ni mahkota mu king","ini mahkota mu king","['mahkota', 'king']","mahkota king","netral","0","0","2025-02-16 03:38:52"
"Justru klo dia jadi menteri, gua meragukan jiwa kemanusiannya🗿","Justru klo dia jadi menteri, gua meragukan jiwa kemanusiannya🗿","justru klo dia jadi menteri gua meragukan jiwa kemanusiannya","justru kalau dia jadi menteri saya meragukan jiwa kemanusiannya","['menteri', 'ragu', 'jiwa', 'kemanusiannya']","menteri ragu jiwa kemanusiannya","negatif","0","0","2025-02-19 08:19:30"
"di negara sendiri kita miskin di luar negara kita kaya","di negara sendiri kita miskin di luar negara kita kaya","di negara sendiri kita miskin di luar negara kita kaya","di negara sendiri kita miskin di luar negara kita kaya","['negara', 'miskin', 'negara', 'kaya']","negara miskin negara kaya","positif","1","0","2025-02-16 03:06:28"
"Yoral’s comment: betah bnget gw di Australia dari pada di indo , nyari kerja syarat nya selangit gaji sedikit tekanan gak ngotak","betah bnget gw di Australia dari pada di indo , nyari kerja syarat nya selangit gaji sedikit tekanan gak ngotak","betah bnget gw di australia dari pada di indo nyari kerja syarat nya selangit gaji sedikit tekanan gak ngotak","betah bnget saya di australia dari pada di indonesia mencari kerja syarat nya selangit gaji sedikit tekanan tidak ngotak","['betah', 'bnget', 'australia', 'indonesia', 'cari', 'kerja', 'syarat', 'langit', 'gaji', 'tekan', 'ngotak']","betah bnget australia indonesia cari kerja syarat langit gaji tekan ngotak","negatif","0","0","2025-02-19 03:45:02"
"kmi malah meragukan nasionalisme para koruptor.","kmi malah meragukan nasionalisme para koruptor.","kmi malah meragukan nasionalisme para koruptor","kmi malah meragukan nasionalisme para koruptor","['kmi', 'ragu', 'nasionalisme', 'koruptor']","kmi ragu nasionalisme koruptor","negatif","0","0","2025-02-15 15:35:34"
"RC7’s comment: Rakyat: Kalau Penjabat Tidak Ada Solusi Dalam Membuka Lowongan pekerjaan dan Gaji Yang Sepadan, Kami Malah Meragukan pajak yang kami bayar untuk menggaji Kalian Pejabat.","Rakyat: Kalau Penjabat Tidak Ada Solusi Dalam Membuka Lowongan pekerjaan dan Gaji Yang Sepadan, Kami Malah Meragukan pajak yang kami bayar untuk menggaji Kalian Pejabat.","rakyat kalau penjabat tidak ada solusi dalam membuka lowongan pekerjaan dan gaji yang sepadan kami malah meragukan pajak yang kami bayar untuk menggaji kalian pejabat","rakyat kalau penjabat tidak ada solusi dalam membuka lowongan pekerjaan dan gaji yang sepadan kami malah meragukan pajak yang kami bayar untuk menggaji kalian pejabat","['rakyat', 'jabat', 'solusi', 'buka', 'lowong', 'kerja', 'gaji', 'padan', 'ragu', 'pajak', 'bayar', 'gaji', 'jabat']","rakyat jabat solusi buka lowong kerja gaji padan ragu pajak bayar gaji jabat","negatif","1","0","2025-02-18 09:43:08"
"gw lagi ngeset mau pindah sekeluarga sm suami sm anak2 biar jauh dr mertua 😂","gw lagi ngeset mau pindah sekeluarga sm suami sm anak2 biar jauh dr mertua 😂","gw lagi ngeset mau pindah sekeluarga sm suami sm anak2 biar jauh dr mertua","saya lagi ngeset mau pindah sekeluarga sama suami sama anak2 biar jauh dari mertua","['ngeset', 'pindah', 'keluarga', 'suami', 'biar', 'mertua']","ngeset pindah keluarga suami biar mertua","positif","2","0","2025-02-12 12:06:49"
"Jgn dikit2 kabur ath, nanti rakyat cina jadi gampang nguasain indo.eh","Jgn dikit2 kabur ath, nanti rakyat cina jadi gampang nguasain indo.eh","jgn dikit2 kabur ath nanti rakyat cina jadi gampang nguasain indoeh","jgn dikit2 kabur ath nanti rakyat cina jadi gampang nguasain indoeh","['jgn', 'kabur', 'ath', 'rakyat', 'cina', 'gampang', 'nguasain', 'indoeh']","jgn kabur ath rakyat cina gampang nguasain indoeh","negatif","0","0","2025-02-12 07:19:03"
"Fikacu’s comment: ka mau ikut gimana caranyaaaaa😫😫😫😫😫","ka mau ikut gimana caranyaaaaa😫😫😫😫😫","ka mau ikut gimana caranyaaaaa","ka mau ikut bagaimana caranya","['ka']","ka","netral","0","0","2025-02-16 05:38:08"
"vyuu’s comment: otwww
#kaburajadulu","otwww
#kaburajadulu","otwww","otw","['otw']","otw","netral","0","0","2025-02-20 04:06:37"
"e for epan’s comment: 2028 ada yg mau ikut ke Australia ga?🗿","2028 ada yg mau ikut ke Australia ga?🗿","2028 ada yg mau ikut ke australia ga","2028 ada yang mau ikut ke australia tidak","['australia']","australia","positif","0","0","2025-02-18 23:03:21"
"gass ajalah lah bang wong kita cari makan sendri","gass ajalah lah bang wong kita cari makan sendri","gass ajalah lah bang wong kita cari makan sendri","gass ajalah lah bang wong kita cari makan sendri","['gass', 'aja', 'bang', 'cari', 'makan', 'sendri']","gass aja bang cari makan sendri","positif","0","0","2025-02-21 06:47:48"
"riyan’s comment: emang mau pindah orang kurupsi 300t aja cuma di hukum 20thn","emang mau pindah orang kurupsi 300t aja cuma di hukum 20thn","emang mau pindah orang kurupsi 300t aja cuma di hukum 20thn","memang mau pindah orang kurupsi 300t aja cuma di hukum 20thn","['pindah', 'orang', 'kurupsi', 'aja', 'hukum']","pindah orang kurupsi aja hukum","negatif","0","0","2025-02-18 07:27:41"
"siti haniah’s comment: lanjutkan bang, ngurangi saingan","lanjutkan bang, ngurangi saingan","lanjutkan bang ngurangi saingan","lanjutkan bang ngurangi saingan","['lanjut', 'bang', 'ngurangi', 'saing']","lanjut bang ngurangi saing","negatif","0","0","2025-02-17 06:47:30"
"mas wied’s comment: 😂😂😂😂saya yg ragu nasionalisme anda pak Bahlil...","😂😂😂😂saya yg ragu nasionalisme anda pak Bahlil...","saya yg ragu nasionalisme anda pak bahlil","saya yang ragu nasionalisme anda pak bahlil","['ragu', 'nasionalisme', 'bahlil']","ragu nasionalisme bahlil","negatif","0","0","2025-02-16 17:23:38"
"cape ama pemerintahan nya","cape ama pemerintahan nya","cape ama pemerintahan nya","cape ama pemerintahan nya","['cape', 'ama', 'perintah']","cape ama perintah","negatif","1","0","2025-02-14 06:03:07"
"HIBB MODE RAMADHAN😇’s comment: mending ke Belanda njir 😋","mending ke Belanda njir 😋","mending ke belanda njir","mending ke belanda njir","['mending', 'belanda', 'njir']","mending belanda njir","positif","0","0","2025-02-10 14:48:38"
"Anda meragukan nasionalisme saya, saya meragukan kebijakan anda, serta hukum yang ada di indonesia.🗿","Anda meragukan nasionalisme saya, saya meragukan kebijakan anda, serta hukum yang ada di indonesia.🗿","anda meragukan nasionalisme saya saya meragukan kebijakan anda serta hukum yang ada di indonesia","anda meragukan nasionalisme saya saya meragukan kebijakan anda serta hukum yang ada di indonesia","['ragu', 'nasionalisme', 'ragu', 'bijak', 'hukum', 'indonesia']","ragu nasionalisme ragu bijak hukum indonesia","negatif","1","0","2025-02-12 12:23:59"
"seanme🪐’s comment: pgn pindah negaraaaa","pgn pindah negaraaaa","pgn pindah negaraaaa","ingin pindah negara","['pindah', 'negara']","pindah negara","positif","0","0","2025-02-12 03:11:01"
"Kek yg peduli sm rakyat aja","Kek yg peduli sm rakyat aja","kek yg peduli sm rakyat aja","seperti yang peduli sama rakyat aja","['peduli', 'rakyat', 'aja']","peduli rakyat aja","negatif","0","0","2025-02-18 04:34:48"
"𝙔𝘼𝙉__’s comment: nasionalisme tidak membuat kaya🤪
#kaburajadulu","nasionalisme tidak membuat kaya🤪
#kaburajadulu","nasionalisme tidak membuat kaya","nasionalisme tidak membuat kaya","['nasionalisme', 'kaya']","nasionalisme kaya","negatif","1","0","2025-02-13 05:28:39"
"pebriii?’s comment: gaada modal buat kabur
#gakaburdulu","gaada modal buat kabur
#gakaburdulu","gaada modal buat kabur","gaada modal buat kabur","['gaada', 'modal', 'kabur']","gaada modal kabur","negatif","76","4","2025-02-11 23:04:48"
".’s comment: nikah sama orang brunei 👍 😂😂😂 menetap di sana sudah punya usaha pajak ya bebas cuk 😂😂😂","nikah sama orang brunei 👍 😂😂😂 menetap di sana sudah punya usaha pajak ya bebas cuk 😂😂😂","nikah sama orang brunei menetap di sana sudah punya usaha pajak ya bebas cuk","nikah sama orang brunei menetap di sana sudah punya usaha pajak ya bebas cuk","['nikah', 'orang', 'brunei', 'tetap', 'usaha', 'pajak', 'bebas', 'cuk']","nikah orang brunei tetap usaha pajak bebas cuk","positif","0","0","2025-02-11 03:10:34"
"ыы Lㄩㄇб🎋’s comment: Luar negri lebih enak😆","Luar negri lebih enak😆","luar negri lebih enak","luar negri lebih enak","['negri', 'enak']","negri enak","positif","0","3","2025-02-15 01:01:06"
"saya cinta Indonesia, tapi Indonesia keras untuk saya yg tidak punya pendidikan, luar negeri memang bukan negara saya tapi, di luar negeri saya mendapatkan cinta keadilan kemanusiaan dalam hal pekerjaan pendidikan rendah saya tidak,di terima di negeri saya tapi, luar negeri bisa menerima kekurangan saya mulai dari fisik dan pendidikan,","saya cinta Indonesia, tapi Indonesia keras untuk saya yg tidak punya pendidikan, luar negeri memang bukan negara saya tapi, di luar negeri saya mendapatkan cinta keadilan kemanusiaan dalam hal pekerjaan pendidikan rendah saya tidak,di terima di negeri saya tapi, luar negeri bisa menerima kekurangan saya mulai dari fisik dan pendidikan,","saya cinta indonesia tapi indonesia keras untuk saya yg tidak punya pendidikan luar negeri memang bukan negara saya tapi di luar negeri saya mendapatkan cinta keadilan kemanusiaan dalam hal pekerjaan pendidikan rendah saya tidakdi terima di negeri saya tapi luar negeri bisa menerima kekurangan saya mulai dari fisik dan pendidikan","saya cinta indonesia tapi indonesia keras untuk saya yang tidak punya pendidikan luar negeri memang bukan negara saya tapi di luar negeri saya mendapatkan cinta keadilan kemanusiaan dalam hal pekerjaan pendidikan rendah saya tidakdi terima di negeri saya tapi luar negeri bisa menerima kekurangan saya mulai dari fisik dan pendidikan","['cinta', 'indonesia', 'indonesia', 'keras', 'didik', 'negeri', 'negara', 'negeri', 'cinta', 'adil', 'manusia', 'kerja', 'didik', 'rendah', 'tidakdi', 'terima', 'negeri', 'negeri', 'terima', 'kurang', 'fisik', 'didik']","cinta indonesia indonesia keras didik negeri negara negeri cinta adil manusia kerja didik rendah tidakdi terima negeri negeri terima kurang fisik didik","positif","3","0","2025-02-12 14:20:07"
"ayaxoel🇮🇩🇰🇷🇹🇼’s comment: aku udah dri 2023😂😂","aku udah dri 2023😂😂","aku udah dri 2023","saya sudah dri 2023","['dri']","dri","positif","0","0","2025-02-14 15:05:16"
"Yolanda’s comment: kalian pejabat aja liburan ke luar negri... study banding,, study tour...","kalian pejabat aja liburan ke luar negri... study banding,, study tour...","kalian pejabat aja liburan ke luar negri study banding study tour","kalian pejabat aja liburan ke luar negri study banding study tour","['jabat', 'aja', 'libur', 'negri', 'study', 'banding', 'study', 'tour']","jabat aja libur negri study banding study tour","negatif","0","0","2025-02-17 03:20:18"
"Willsscond’s comment: Kalau bapak berfikir bagaimana caranya bertahan, sedang ruang kerja buat anak” muda yang punya jiwa pekerja keras terkalahkan dengan orang dalam bagaimana bapak?.","Kalau bapak berfikir bagaimana caranya bertahan, sedang ruang kerja buat anak” muda yang punya jiwa pekerja keras terkalahkan dengan orang dalam bagaimana bapak?.","kalau bapak berfikir bagaimana caranya bertahan sedang ruang kerja buat anak muda yang punya jiwa pekerja keras terkalahkan dengan orang dalam bagaimana bapak","kalau bapak berfikir bagaimana caranya bertahan sedang ruang kerja buat anak muda yang punya jiwa pekerja keras terkalahkan dengan orang dalam bagaimana bapak","['berfikir', 'tahan', 'ruang', 'kerja', 'anak', 'muda', 'jiwa', 'kerja', 'keras', 'kalah', 'orang']","berfikir tahan ruang kerja anak muda jiwa kerja keras kalah orang","negatif","1","1","2025-02-25 13:57:06"
"di posting ulang @nikitamirzanimawardi173","di posting ulang @nikitamirzanimawardi173","di posting ulang","di posting ulang","['posting', 'ulang']","posting ulang","netral","2","0","2025-02-12 09:59:51"
"oraurus’s comment: bilang ga nasionalis karena #kaburajadulu , lah sonoo aja dinas dinas terus keluar negeri karena ga betah kah? , intinya yauda sii hak masing masing😂","bilang ga nasionalis karena #kaburajadulu , lah sonoo aja dinas dinas terus keluar negeri karena ga betah kah? , intinya yauda sii hak masing masing😂","bilang ga nasionalis karena lah sonoo aja dinas dinas terus keluar negeri karena ga betah kah intinya yauda sii hak masing masing","bilang tidak nasionalis karena lah sonoo aja dinas dinas terus keluar negeri karena tidak betah kah intinya ya sudah sii hak masing masing","['bilang', 'nasionalis', 'sonoo', 'aja', 'dinas', 'dinas', 'negeri', 'betah', 'kah', 'inti', 'sii', 'hak']","bilang nasionalis sonoo aja dinas dinas negeri betah kah inti sii hak","netral","5","0","2025-02-14 11:25:34"
"Dhudzz store’s comment: ya lah sedikit oranh yang ada di indonesia semakin dikit yang bayar pajak makah semakin sedikit duit yang bisa di korup mereka uppss","ya lah sedikit oranh yang ada di indonesia semakin dikit yang bayar pajak makah semakin sedikit duit yang bisa di korup mereka uppss","ya lah sedikit oranh yang ada di indonesia semakin dikit yang bayar pajak makah semakin sedikit duit yang bisa di korup mereka uppss","ya lah sedikit oranh yang ada di indonesia semakin dikit yang bayar pajak makah semakin sedikit duit yang bisa di korup mereka uppss","['oranh', 'indonesia', 'dikit', 'bayar', 'pajak', 'makah', 'duit', 'korup', 'uppss']","oranh indonesia dikit bayar pajak makah duit korup uppss","positif","0","0","2025-02-18 08:18:45"
"fathimaqtr110🇶🇦🇶🇦🇶🇦🇮🇩’s comment: lebih baik bapak diam..karna hidup kami diluar negeri lebih bahagia dibandingkan hidup di negera sendiri😂😂😂😂😂😂💪💪💪💪💪","lebih baik bapak diam..karna hidup kami diluar negeri lebih bahagia dibandingkan hidup di negera sendiri😂😂😂😂😂😂💪💪💪💪💪","lebih baik bapak diamkarna hidup kami diluar negeri lebih bahagia dibandingkan hidup di negera sendiri","lebih baik bapak diamkarna hidup kami diluar negeri lebih bahagia dibandingkan hidup di negera sendiri","['diamkarna', 'hidup', 'luar', 'negeri', 'bahagia', 'banding', 'hidup', 'negera']","diamkarna hidup luar negeri bahagia banding hidup negera","negatif","0","0","2025-02-23 09:19:02"
"darnotarigas’s comment: kabur aja kita","kabur aja kita","kabur aja kita","kabur aja kita","['kabur', 'aja']","kabur aja","positif","0","0","2025-02-17 08:44:41"
"kalau pejabat banyak yg korup ,kita pemuda Indonesia malah meragukan dasi dan baju anda🔥","kalau pejabat banyak yg korup ,kita pemuda Indonesia malah meragukan dasi dan baju anda🔥","kalau pejabat banyak yg korup kita pemuda indonesia malah meragukan dasi dan baju anda","kalau pejabat banyak yang korup kita pemuda indonesia malah meragukan dasi dan baju anda","['jabat', 'korup', 'pemuda', 'indonesia', 'ragu', 'dasi', 'baju']","jabat korup pemuda indonesia ragu dasi baju","negatif","1","0","2025-02-12 11:30:37"
"lil bah lil","lil bah lil","lil bah lil","lil bah lil","['lil', 'bah', 'lil']","lil bah lil","netral","0","0","2025-02-27 03:24:05"
"bapak juga ngeraguin skill kita😹","bapak juga ngeraguin skill kita😹","bapak juga ngeraguin skill kita","bapak juga ngeraguin skill kita","['ngeraguin', 'skill']","ngeraguin skill","negatif","0","0","2025-02-19 09:01:35"
"gue klo pnya duit udh kabur juga😭","gue klo pnya duit udh kabur juga😭","gue klo pnya duit udh kabur juga","gue kalau pnya duit sudah kabur juga","['gue', 'pnya', 'duit', 'kabur']","gue pnya duit kabur","positif","0","0","2025-02-19 16:45:24"
"Mochamad Nafik’s comment: salah satu fenomena ngeri... negara ini hanya milik oligarki yg bebas semaunya bahkan hukum dan di dukung pemerintah yg kemarin skrng baru meledak.","salah satu fenomena ngeri... negara ini hanya milik oligarki yg bebas semaunya bahkan hukum dan di dukung pemerintah yg kemarin skrng baru meledak.","salah satu fenomena ngeri negara ini hanya milik oligarki yg bebas semaunya bahkan hukum dan di dukung pemerintah yg kemarin skrng baru meledak","salah satu fenomena ngeri negara ini hanya milik oligarki yang bebas semaunya bahkan hukum dan di dukung pemerintah yang kemarin skrng baru meledak","['salah', 'fenomena', 'ngeri', 'negara', 'milik', 'oligarki', 'bebas', 'hukum', 'dukung', 'perintah', 'skrng', 'ledak']","salah fenomena ngeri negara milik oligarki bebas hukum dukung perintah skrng ledak","negatif","0","0","2025-02-16 13:40:48"
"Ayu.puspita_ni’s comment: Sudah 8 thn kabur ke jepang 🙏","Sudah 8 thn kabur ke jepang 🙏","sudah 8 thn kabur ke jepang","sudah 8 tahun kabur ke jepang","['kabur', 'jepang']","kabur jepang","positif","0","0","2025-02-17 11:27:50"
"Matchaku’s comment: Ikut bang","Ikut bang","ikut bang","ikut bang","['bang']","bang","positif","0","0","2025-02-20 08:26:00"
"🗽’s comment: kita yang kerja Mereka yang kaya 🐭
#kaburajaduli","kita yang kerja Mereka yang kaya 🐭
#kaburajaduli","kita yang kerja mereka yang kaya","kita yang kerja mereka yang kaya","['kerja', 'kaya']","kerja kaya","negatif","1","0","2025-02-18 13:06:43"
"fi.loey’s comment: yg penting punya duit🤫kita miskin gak bisa makan juga Lo gak mau ngasih","yg penting punya duit🤫kita miskin gak bisa makan juga Lo gak mau ngasih","yg penting punya duitkita miskin gak bisa makan juga lo gak mau ngasih","yang penting punya duitkita miskin tidak bisa makan juga kamu tidak mau ngasih","['duitkita', 'miskin', 'makan', 'ngasih']","duitkita miskin makan ngasih","negatif","0","0","2025-02-17 11:48:50"
"di paksa sehat di negara yg sakit 🚷","di paksa sehat di negara yg sakit 🚷","di paksa sehat di negara yg sakit","di paksa sehat di negara yang sakit","['paksa', 'sehat', 'negara', 'sakit']","paksa sehat negara sakit","negatif","0","0","2025-02-18 11:23:31"
"SUCIIII’s comment: USA WAIT FOR MEEE","USA WAIT FOR MEEE","usa wait for meee","usa wait for me","['usa', 'wait', 'for', 'me']","usa wait for me","positif","0","0","2025-02-23 10:06:16"
"TwentyFour’s comment: mending kluar negeri","mending kluar negeri","mending kluar negeri","mending kluar negeri","['mending', 'kluar', 'negeri']","mending kluar negeri","positif","1","0","2025-02-14 00:09:17"
"Ali Murtado’s comment: @Dewashop123 #kaburajadulu jepang yuk🤣🤣🤣","@Dewashop123 #kaburajadulu jepang yuk🤣🤣🤣","jepang yuk","jepang yuk","['jepang']","jepang","positif","0","0","2025-02-16 05:04:00"
"yang gak punya duit buat keluar negri terpaksa menetap di negara yang udah gak jelas ini 🥲","yang gak punya duit buat keluar negri terpaksa menetap di negara yang udah gak jelas ini 🥲","yang gak punya duit buat keluar negri terpaksa menetap di negara yang udah gak jelas ini","yang tidak punya duit buat keluar negri terpaksa menetap di negara yang sudah tidak jelas ini","['duit', 'negri', 'paksa', 'tetap', 'negara']","duit negri paksa tetap negara","negatif","0","0","2025-02-18 13:27:02"
"VSam’s comment: apa ini nationalisme? 😳","apa ini nationalisme? 😳","apa ini nationalisme","apa ini nationalisme","['nationalisme']","nationalisme","netral","0","0","2025-02-16 05:52:22"
"mbokde’s comment: kalau jadi pejabat tapi malah menyengsarakan rakyatnya.. itu yg hrs diragukan nasionalisme nya 🤔😁","kalau jadi pejabat tapi malah menyengsarakan rakyatnya.. itu yg hrs diragukan nasionalisme nya 🤔😁","kalau jadi pejabat tapi malah menyengsarakan rakyatnya itu yg hrs diragukan nasionalisme nya","kalau jadi pejabat tapi malah menyengsarakan rakyatnya itu yang hrs diragukan nasionalisme nya","['jabat', 'sengsara', 'rakyat', 'hrs', 'ragu', 'nasionalisme']","jabat sengsara rakyat hrs ragu nasionalisme","negatif","0","0","2025-02-18 02:53:07"
"yogxy_’s comment: anak muda butuh kerjaan yg penting bisa dapat uang untuk biaya hidup keluarga mereka","anak muda butuh kerjaan yg penting bisa dapat uang untuk biaya hidup keluarga mereka","anak muda butuh kerjaan yg penting bisa dapat uang untuk biaya hidup keluarga mereka","anak muda butuh kerjaan yang penting bisa dapat uang untuk biaya hidup keluarga mereka","['anak', 'muda', 'butuh', 'kerja', 'uang', 'biaya', 'hidup', 'keluarga']","anak muda butuh kerja uang biaya hidup keluarga","negatif","0","0","2025-02-16 05:08:04"
"opqrdg’s comment: bahhhh tanya tmn2 lu dah, kami yg meragukan lu pada😫🙏","bahhhh tanya tmn2 lu dah, kami yg meragukan lu pada😫🙏","bahhhh tanya tmn2 lu dah kami yg meragukan lu pada","bah tanya tmn2 kamu dah kami yang meragukan kamu pada","['bah', 'dah', 'ragu']","bah dah ragu","negatif","1","0","2025-02-13 15:36:57"
"Inisial D’s comment: tolong kasih tau lpk yg resmi aku sudah gk kuat di negri sendiri🥹","tolong kasih tau lpk yg resmi aku sudah gk kuat di negri sendiri🥹","tolong kasih tau lpk yg resmi aku sudah gk kuat di negri sendiri","tolong kasih tau lpk yang resmi saya sudah tidak kuat di negri sendiri","['tolong', 'kasih', 'tau', 'lpk', 'resmi', 'kuat', 'negri']","tolong kasih tau lpk resmi kuat negri","positif","0","0","2025-03-09 08:17:44"
"labujepang_el’s comment: gua juga gak bercanda Tuhan","gua juga gak bercanda Tuhan","gua juga gak bercanda tuhan","saya juga tidak bercanda tuhan","['canda', 'tuhan']","canda tuhan","negatif","0","0","2025-02-11 14:09:45"
