"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"Angelaformosa24’s comment: saya orang yang ingin pindah","saya orang yang ingin pindah","saya orang yang ingin pindah","saya orang yang ingin pindah","['orang', 'pindah']","orang pindah","positif","5","6","2025-02-12 03:22:24"
"Monik🐝🦋’s comment: Ayo pindah ke jepang😃","Ayo pindah ke jepang😃","ayo pindah ke jepang","ayo pindah ke jepang","['pindah', 'jepang']","pindah jepang","positif","0","0","2025-02-11 14:10:22"
"oalaa lil bahlil karepmuu","oalaa lil bahlil karepmuu","oalaa lil bahlil karepmuu","oalaa lil bahlil karepmuu","['oalaa', 'lil', 'bahlil', 'karepmuu']","oalaa lil bahlil karepmuu","positif","0","0","2025-02-16 13:02:50"
"うえぽん’s comment: Sedang aku usahakan🥰","Sedang aku usahakan🥰","sedang aku usahakan","sedang saya usahakan","['usaha']","usaha","positif","0","0","2025-03-02 10:19:54"
"bapak di sapaling nonalismeeeee tolonggg pak tolonggggggggggg","bapak di sapaling nonalismeeeee tolonggg pak tolonggggggggggg","bapak di sapaling nonalismeeeee tolonggg pak tolonggggggggggg","bapak di sapaling nonalisme tolong pak tolong","['sapaling', 'nonalisme', 'tolong', 'tolong']","sapaling nonalisme tolong tolong","negatif","0","0","2025-02-19 06:58:43"
"Amin amin aminn","Amin amin aminn","amin amin aminn","amin amin aminn","['amin', 'amin', 'aminn']","amin amin aminn","positif","0","0","2025-02-11 16:13:52"
"Defi ahmad’s comment: tolong adakan bedol desa netizen ke luar negri, saya mau daftar🙏","tolong adakan bedol desa netizen ke luar negri, saya mau daftar🙏","tolong adakan bedol desa netizen ke luar negri saya mau daftar","tolong adakan bedol desa warganet ke luar negri saya mau daftar","['tolong', 'adakan', 'bedol', 'desa', 'warganet', 'negri', 'daftar']","tolong adakan bedol desa warganet negri daftar","positif","1","0","2025-02-12 12:49:24"
"TOKO HANA PUSPARINI’s comment: kalau Indonesia mau mencintai saya seharusnya Indonesia menghargai kerja keras saya sebagai penulis, saya sudah capek-capek Cinta Indonesia tetapi Indonesia yang tidak mencintai saya","kalau Indonesia mau mencintai saya seharusnya Indonesia menghargai kerja keras saya sebagai penulis, saya sudah capek-capek Cinta Indonesia tetapi Indonesia yang tidak mencintai saya","kalau indonesia mau mencintai saya seharusnya indonesia menghargai kerja keras saya sebagai penulis saya sudah capekcapek cinta indonesia tetapi indonesia yang tidak mencintai saya","kalau indonesia mau mencintai saya seharusnya indonesia menghargai kerja keras saya sebagai penulis saya sudah capekcapek cinta indonesia tetapi indonesia yang tidak mencintai saya","['indonesia', 'cinta', 'indonesia', 'harga', 'kerja', 'keras', 'tulis', 'capekcapek', 'cinta', 'indonesia', 'indonesia', 'cinta']","indonesia cinta indonesia harga kerja keras tulis capekcapek cinta indonesia indonesia cinta","negatif","1","0","2025-02-13 01:31:14"
"Meragukan nasionalisme . Sendirinya yg ngomong malah sering jalan jalan keluar negri foya2 dnegri org🤟🏻🤟🏻","Meragukan nasionalisme . Sendirinya yg ngomong malah sering jalan jalan keluar negri foya2 dnegri org🤟🏻🤟🏻","meragukan nasionalisme sendirinya yg ngomong malah sering jalan jalan keluar negri foya2 dnegri org","meragukan nasionalisme sendirinya yang ngomong malah sering jalan jalan keluar negri foya2 dnegri orang","['ragu', 'nasionalisme', 'ngomong', 'jalan', 'jalan', 'negri', 'dnegri', 'orang']","ragu nasionalisme ngomong jalan jalan negri dnegri orang","negatif","0","0","2025-03-01 05:13:10"
"F10⚡’s comment: emng klo nasionalismenya tinggi dpt duit?","emng klo nasionalismenya tinggi dpt duit?","emng klo nasionalismenya tinggi dpt duit","emng kalau nasionalismenya tinggi dpt duit","['emng', 'nasionalisme', 'dpt', 'duit']","emng nasionalisme dpt duit","negatif","1","0","2025-02-15 11:21:46"
"tenaga kita lebih dihargai di negara lain😹😹","tenaga kita lebih dihargai di negara lain😹😹","tenaga kita lebih dihargai di negara lain","tenaga kita lebih dihargai di negara lain","['tenaga', 'harga', 'negara']","tenaga harga negara","positif","2","0","2025-02-16 05:43:56"
"thole anggoro’s comment: @Prabowo @gerindra mending kita yang muda² cepat kabur keluar negri saja , kalian kerja diluar negri 5tahun ibarat kalian kerja di Indonesia 20 tahun","@Prabowo @gerindra mending kita yang muda² cepat kabur keluar negri saja , kalian kerja diluar negri 5tahun ibarat kalian kerja di Indonesia 20 tahun","mending kita yang muda² cepat kabur keluar negri saja kalian kerja diluar negri 5tahun ibarat kalian kerja di indonesia 20 tahun","mending kita yang muda² cepat kabur keluar negri saja kalian kerja diluar negri 5tahun ibarat kalian kerja di indonesia 20 tahun","['mending', 'cepat', 'kabur', 'negri', 'kerja', 'luar', 'negri', 'kerja', 'indonesia']","mending cepat kabur negri kerja luar negri kerja indonesia","positif","1","0","2025-02-12 04:39:51"
"Indra`199’s comment: Nyari kerja kriteria bnyk,TPI kalo ordal nyari kerja mudah kriteria penting absen😂","Nyari kerja kriteria bnyk,TPI kalo ordal nyari kerja mudah kriteria penting absen😂","nyari kerja kriteria bnyktpi kalo ordal nyari kerja mudah kriteria penting absen","mencari kerja kriteria bnyktpi kalau ordal mencari kerja mudah kriteria penting absen","['cari', 'kerja', 'kriteria', 'bnyktpi', 'ordal', 'cari', 'kerja', 'mudah', 'kriteria', 'absen']","cari kerja kriteria bnyktpi ordal cari kerja mudah kriteria absen","netral","0","0","2025-02-16 05:12:01"
"@kaum rebahan😴🛌💤 ijah posey kita mik ausie pahh","@kaum rebahan😴🛌💤 ijah posey kita mik ausie pahh","rebahan ijah posey kita mik ausie pahh","rebahan ijah posey kita mik ausie pahh","['rebah', 'ijah', 'posey', 'mik', 'ausie', 'pahh']","rebah ijah posey mik ausie pahh","positif","2","0","2025-02-16 08:42:09"
"FITRIAR’s comment: cari lah yg cinta nya setara deng kamu😌","cari lah yg cinta nya setara deng kamu😌","cari lah yg cinta nya setara deng kamu","cari lah yang cinta nya setara deng kamu","['cari', 'cinta', 'tara', 'deng']","cari cinta tara deng","netral","0","0","2025-02-17 00:37:30"
"wandamak’s comment: @kakek biru😁 @Lanun @ason @Ayah Pin 😅😅😅","@kakek biru😁 @Lanun @ason @Ayah Pin 😅😅😅","biru pin","biru pin","['biru', 'pin']","biru pin","netral","1","0","2025-02-13 08:31:39"
"doklas’s comment: nasionalisme????
trus kami ngk bekerja,cari kerja harus ada orang dalam, dengan syarat sedemikian,itu namanya nasionalisme yg bapak sebut.??? seharusnya bapak cari solusi nya bagaimana anak mudah Indonesia tidak cari kerja ke luar negeri.bapak diposisi kami bagaimana pak???? mungkin bapak sama seperti kami, ingin pindah keluar negeri mencari kerja dengan gaji yg tinggi.","nasionalisme????
trus kami ngk bekerja,cari kerja harus ada orang dalam, dengan syarat sedemikian,itu namanya nasionalisme yg bapak sebut.??? seharusnya bapak cari solusi nya bagaimana anak mudah Indonesia tidak cari kerja ke luar negeri.bapak diposisi kami bagaimana pak???? mungkin bapak sama seperti kami, ingin pindah keluar negeri mencari kerja dengan gaji yg tinggi.","nasionalisme trus kami ngk bekerjacari kerja harus ada orang dalam dengan syarat sedemikianitu namanya nasionalisme yg bapak sebut seharusnya bapak cari solusi nya bagaimana anak mudah indonesia tidak cari kerja ke luar negeribapak diposisi kami bagaimana pak mungkin bapak sama seperti kami ingin pindah keluar negeri mencari kerja dengan gaji yg tinggi","nasionalisme trus kami ngk bekerjacari kerja harus ada orang dalam dengan syarat sedemikianitu namanya nasionalisme yang bapak sebut seharusnya bapak cari solusi nya bagaimana anak mudah indonesia tidak cari kerja ke luar negeribapak diposisi kami bagaimana pak mungkin bapak sama seperti kami ingin pindah keluar negeri mencari kerja dengan gaji yang tinggi","['nasionalisme', 'trus', 'ngk', 'bekerjacari', 'kerja', 'orang', 'syarat', 'sedemikianitu', 'nama', 'nasionalisme', 'cari', 'solusi', 'anak', 'mudah', 'indonesia', 'cari', 'kerja', 'negeribapak', 'posisi', 'pindah', 'negeri', 'cari', 'kerja', 'gaji']","nasionalisme trus ngk bekerjacari kerja orang syarat sedemikianitu nama nasionalisme cari solusi anak mudah indonesia cari kerja negeribapak posisi pindah negeri cari kerja gaji","negatif","0","0","2025-02-18 23:50:02"
"Noell’s comment: ke swiss","ke swiss","ke swiss","ke swiss","['swiss']","swiss","positif","0","0","2025-02-18 08:52:21"
"Dadone’s comment: kalo yg #kaburajadulu warga negara sekelas Messi semua, akhirnya yg mengurus negara ini levelnya cuma sekelas Evan Dimas dan Atep doank, miris","kalo yg #kaburajadulu warga negara sekelas Messi semua, akhirnya yg mengurus negara ini levelnya cuma sekelas Evan Dimas dan Atep doank, miris","kalo yg warga negara sekelas messi semua akhirnya yg mengurus negara ini levelnya cuma sekelas evan dimas dan atep doank miris","kalau yang warga negara sekelas messi semua akhirnya yang mengurus negara ini levelnya cuma sekelas evan dimas dan atep doank miris","['warga', 'negara', 'kelas', 'messi', 'urus', 'negara', 'level', 'kelas', 'evan', 'mas', 'atep', 'doank', 'miris']","warga negara kelas messi urus negara level kelas evan mas atep doank miris","negatif","0","0","2025-02-14 19:06:31"
"mohammadmursidi’s comment: dalam 1 hadist di jelaskan ""nabi menyuruh kita tuntutlah ilmu walaupun pun sampek ke negeri cina "" 😌","dalam 1 hadist di jelaskan ""nabi menyuruh kita tuntutlah ilmu walaupun pun sampek ke negeri cina "" 😌","dalam 1 hadist di jelaskan nabi menyuruh kita tuntutlah ilmu walaupun pun sampek ke negeri cina","dalam 1 hadist di jelaskan nabi menyuruh kita tuntutlah ilmu walaupun pun sampek ke negeri cina","['hadist', 'nabi', 'suruh', 'tuntut', 'ilmu', 'sampek', 'negeri', 'cina']","hadist nabi suruh tuntut ilmu sampek negeri cina","netral","0","0","2025-02-19 13:00:21"
"Lilimrwt’s comment: aahhh pengen😭","aahhh pengen😭","aahhh pengen","aah ingin","['aah']","aah","positif","0","0","2025-02-17 12:49:03"
"Amar Sky’s comment: Wkwkw🔥🔥🔥","Wkwkw🔥🔥🔥","wkwkw","wkwkw","['wkwkw']","wkwkw","positif","0","0","2025-02-16 01:58:30"
"🦋فراشة🦋’s comment: aku yg cuma JD TKI mang brasa LBH enak kerja dan stay d luar negri 😅mski mang perih hrus kerja keras TPI happy hukum dan aturan ny gak BSA di beli gak bnyak pungli 😁yg AP AP ad duit pelicin ordal","aku yg cuma JD TKI mang brasa LBH enak kerja dan stay d luar negri 😅mski mang perih hrus kerja keras TPI happy hukum dan aturan ny gak BSA di beli gak bnyak pungli 😁yg AP AP ad duit pelicin ordal","aku yg cuma jd tki mang brasa lbh enak kerja dan stay d luar negri mski mang perih hrus kerja keras tpi happy hukum dan aturan ny gak bsa di beli gak bnyak pungli yg ap ap ad duit pelicin ordal","saya yang cuma jadi tki mang brasa lbh enak kerja dan stay d luar negri mski mang perih hrus kerja keras tpi happy hukum dan aturan nya tidak bsa di beli tidak bnyak pungli yang ap ap ad duit pelicin ordal","['tki', 'mang', 'brasa', 'lbh', 'enak', 'kerja', 'stay', 'negri', 'mski', 'mang', 'perih', 'hrus', 'kerja', 'keras', 'tpi', 'happy', 'hukum', 'atur', 'bsa', 'beli', 'bnyak', 'pungli', 'ap', 'ap', 'ad', 'duit', 'licin', 'ordal']","tki mang brasa lbh enak kerja stay negri mski mang perih hrus kerja keras tpi happy hukum atur bsa beli bnyak pungli ap ap ad duit licin ordal","positif","1","0","2025-02-18 07:40:47"
"@li Wafa’s comment: otw kabur ke US 😁","otw kabur ke US 😁","otw kabur ke us","otw kabur ke us","['otw', 'kabur', 'us']","otw kabur us","positif","0","0","2025-02-18 23:55:46"
"アオダ’s comment: gas kabur ke Jepang gua","gas kabur ke Jepang gua","gas kabur ke jepang gua","gas kabur ke jepang saya","['gas', 'kabur', 'jepang']","gas kabur jepang","positif","1","0","2025-02-12 12:49:46"
"Konoha=kerja serius gaji bercanda
di luar =kerja serius gaji lebih serius awokawok😭 pengin ke Korea Utara ketemu uwa Kim jong un😭","Konoha=kerja serius gaji bercanda
di luar =kerja serius gaji lebih serius awokawok😭 pengin ke Korea Utara ketemu uwa Kim jong un😭","konohakerja serius gaji bercanda di luar kerja serius gaji lebih serius awokawok pengin ke korea utara ketemu uwa kim jong un","konohakerja serius gaji bercanda di luar kerja serius gaji lebih serius awokawok ingin ke korea utara ketemu uwa kim jong un","['konohakerja', 'serius', 'gaji', 'canda', 'kerja', 'serius', 'gaji', 'serius', 'awokawok', 'korea', 'utara', 'ketemu', 'uwa', 'kim', 'jong', 'un']","konohakerja serius gaji canda kerja serius gaji serius awokawok korea utara ketemu uwa kim jong un","positif","1","0","2025-02-12 15:14:50"
"MuhammadJuliyapi’s comment: dia sudah Nyaman jadi Mentri 🗿","dia sudah Nyaman jadi Mentri 🗿","dia sudah nyaman jadi mentri","dia sudah nyaman jadi mentri","['nyaman', 'tri']","nyaman tri","negatif","0","0","2025-02-19 07:27:01"
"AliF’s comment: padahal negara kita banyak lapangan krja,tpi di manfaatin jg oleh orang2 dalam dn jga di persulit","padahal negara kita banyak lapangan krja,tpi di manfaatin jg oleh orang2 dalam dn jga di persulit","padahal negara kita banyak lapangan krjatpi di manfaatin jg oleh orang2 dalam dn jga di persulit","padahal negara kita banyak lapangan krjatpi di manfaatin jg oleh orang2 dalam dn jga di persulit","['negara', 'lapang', 'krjatpi', 'manfaatin', 'jg', 'dn', 'jga', 'sulit']","negara lapang krjatpi manfaatin jg dn jga sulit","negatif","0","0","2025-02-16 01:23:28"
"ly’s comment: si bapak mirip puan maharani woi😭","si bapak mirip puan maharani woi😭","si bapak mirip puan maharani woi","si bapak mirip puan maharani woi","['puan', 'maharani', 'woi']","puan maharani woi","positif","0","0","2025-02-14 13:53:16"
"SUKI=HAMA🤓🤓🤓’s comment: apa perjuangan pahlawan² Indonesia sia²😭","apa perjuangan pahlawan² Indonesia sia²😭","apa perjuangan pahlawan² indonesia sia²","apa perjuangan pahlawan² indonesia sia²","['juang', 'indonesia']","juang indonesia","negatif","0","0","2025-02-21 09:53:28"
"spill barang elektronik’s comment: pengen banget pergi keluar negeri, tapi ga ada biaya 🗿","pengen banget pergi keluar negeri, tapi ga ada biaya 🗿","pengen banget pergi keluar negeri tapi ga ada biaya","ingin banget pergi keluar negeri tapi tidak ada biaya","['banget', 'pergi', 'negeri', 'biaya']","banget pergi negeri biaya","positif","1","0","2025-02-12 12:48:27"
"one day aamiin🥺","one day aamiin🥺","one day aamiin","one day aamiin","['one', 'day', 'aamiin']","one day aamiin","positif","3","0","2025-02-12 20:05:42"
"d’s comment: sejauh ini, ini yang paling keren 😁","sejauh ini, ini yang paling keren 😁","sejauh ini ini yang paling keren","sejauh ini ini yang paling keren","['keren']","keren","positif","1","0","2025-02-16 05:09:30"
"Bunda Giral’s comment: ketua umum Golkar sekalian mentri yg
Ter Bahlil Bahlil 🤣🤣🤣","ketua umum Golkar sekalian mentri yg
Ter Bahlil Bahlil 🤣🤣🤣","ketua umum golkar sekalian mentri yg ter bahlil bahlil","ketua umum golkar sekalian mentri yang ter bahlil bahlil","['ketua', 'golkar', 'tri', 'ter', 'bahlil', 'bahlil']","ketua golkar tri ter bahlil bahlil","negatif","0","0","2025-02-17 02:39:19"
"ELL SOFT SPOKEN’s comment: anak berprestasi GK disorot
giliran anak artis cuma ngupas kulit salak di sorot
negara ape ni","anak berprestasi GK disorot
giliran anak artis cuma ngupas kulit salak di sorot
negara ape ni","anak berprestasi gk disorot giliran anak artis cuma ngupas kulit salak di sorot negara ape ni","anak berprestasi tidak disorot giliran anak artis cuma ngupas kulit salak di sorot negara ape ini","['anak', 'prestasi', 'sorot', 'gilir', 'anak', 'artis', 'ngupas', 'kulit', 'salak', 'sorot', 'negara', 'ape']","anak prestasi sorot gilir anak artis ngupas kulit salak sorot negara ape","negatif","1","0","2025-02-12 10:49:45"
"inaaa🌺’s comment: Simpel nya gini berada lah di tempat dimana kamu merasa dihargai 🫡","Simpel nya gini berada lah di tempat dimana kamu merasa dihargai 🫡","simpel nya gini berada lah di tempat dimana kamu merasa dihargai","simpel nya gini berada lah di tempat dimana kamu merasa dihargai","['simpel', 'gin', 'mana', 'harga']","simpel gin mana harga","positif","7","0","2025-02-12 17:58:23"
"♉️🐀’s comment: Penting cari uang sih ✌️","Penting cari uang sih ✌️","penting cari uang sih","penting cari uang sih","['cari', 'uang']","cari uang","netral","2","0","2025-02-12 05:24:13"
"Setia’s comment: siapa sih Bahlil itu😂, baru denger","siapa sih Bahlil itu😂, baru denger","siapa sih bahlil itu baru denger","siapa sih bahlil itu baru denger","['bahlil', 'denger']","bahlil denger","netral","2","0","2025-02-14 03:52:26"
"Diablo’s comment: EH PLIS LANJUTKAN YOK","EH PLIS LANJUTKAN YOK","eh plis lanjutkan yok","eh plis lanjutkan yok","['plis', 'lanjut', 'yok']","plis lanjut yok","netral","0","0","2025-02-16 03:58:06"
"爱🤍’s comment: maap2 kata nih bg proses ke korea juga sainganya banyak bgt😭😭😭 jamanku aja dulu sainganya 20rb org yg di ambil cuma 6 rban😭😭😭🤣🤣","maap2 kata nih bg proses ke korea juga sainganya banyak bgt😭😭😭 jamanku aja dulu sainganya 20rb org yg di ambil cuma 6 rban😭😭😭🤣🤣","maap2 kata nih bg proses ke korea juga sainganya banyak bgt jamanku aja dulu sainganya 20rb org yg di ambil cuma 6 rban","maap2 kata nih bg proses ke korea juga sainganya banyak banget jamanku aja dulu sainganya 20rb orang yang di ambil cuma 6 rban","['bg', 'proses', 'korea', 'sainganya', 'banget', 'jaman', 'aja', 'sainganya', 'orang', 'ambil', 'rban']","bg proses korea sainganya banget jaman aja sainganya orang ambil rban","negatif","0","0","2025-02-17 10:20:09"
"AmnunSoniawati’s comment: terus kalo jadi tkw/TKI meninggal di negara orang? terus keluarga ngga punya tabungan buat COD mayitnya gimna? apa mau hutang ke bank? atau minta tolong ke pemerintahan??","terus kalo jadi tkw/TKI meninggal di negara orang? terus keluarga ngga punya tabungan buat COD mayitnya gimna? apa mau hutang ke bank? atau minta tolong ke pemerintahan??","terus kalo jadi tkwtki meninggal di negara orang terus keluarga ngga punya tabungan buat cod mayitnya gimna apa mau hutang ke bank atau minta tolong ke pemerintahan","terus kalau jadi tkwtki meninggal di negara orang terus keluarga tidak punya tabungan buat cod mayitnya gimna apa mau hutang ke bank atau minta tolong ke pemerintahan","['tkwtki', 'tinggal', 'negara', 'orang', 'keluarga', 'tabung', 'cod', 'mayitnya', 'gimna', 'hutang', 'bank', 'tolong', 'perintah']","tkwtki tinggal negara orang keluarga tabung cod mayitnya gimna hutang bank tolong perintah","negatif","0","0","2025-02-20 00:35:55"
"Keras sedikit’s comment: ada lowongan kerja jdi pemeran film bang??","ada lowongan kerja jdi pemeran film bang??","ada lowongan kerja jdi pemeran film bang","ada lowongan kerja jadi pemeran film bang","['lowong', 'kerja', 'per', 'film', 'bang']","lowong kerja per film bang","netral","0","0","2025-02-11 10:36:07"
"eunhye_263’s comment: Kak vina aku gagal cpns freshgraduate sudah apply kemana mana tapi cuman sampe interview dan psikotes😭","Kak vina aku gagal cpns freshgraduate sudah apply kemana mana tapi cuman sampe interview dan psikotes😭","kak vina aku gagal cpns freshgraduate sudah apply kemana mana tapi cuman sampe interview dan psikotes","kak vina saya gagal cpns freshgraduate sudah apply kemana mana tapi cuman sampe interview dan psikotes","['kak', 'vina', 'gagal', 'cpns', 'freshgraduate', 'apply', 'mana', 'cuman', 'sampe', 'interview', 'psikotes']","kak vina gagal cpns freshgraduate apply mana cuman sampe interview psikotes","negatif","0","0","2025-02-14 12:42:09"
"Hafid Genius’s comment: satu lagi mbak hukum bisa di beli dan itu sudah jadi rahasia umum. rakyat sipil yang miskin tertindas.","satu lagi mbak hukum bisa di beli dan itu sudah jadi rahasia umum. rakyat sipil yang miskin tertindas.","satu lagi mbak hukum bisa di beli dan itu sudah jadi rahasia umum rakyat sipil yang miskin tertindas","satu lagi mbak hukum bisa di beli dan itu sudah jadi rahasia umum rakyat sipil yang miskin tertindas","['mbak', 'hukum', 'beli', 'rahasia', 'rakyat', 'sipil', 'miskin', 'tindas']","mbak hukum beli rahasia rakyat sipil miskin tindas","negatif","0","0","2025-02-14 17:11:25"
"Iwan Efendy Prata228’s comment: pindah sja bagus, biar berkurang beban Indonesia,,,","pindah sja bagus, biar berkurang beban Indonesia,,,","pindah sja bagus biar berkurang beban indonesia","pindah sja bagus biar berkurang beban indonesia","['pindah', 'sja', 'bagus', 'biar', 'kurang', 'beban', 'indonesia']","pindah sja bagus biar kurang beban indonesia","negatif","0","0","2025-02-18 22:40:27"
"mager bikin akun lagi_22’s comment: biasa kak vin aku sama abang aku udh di korea","biasa kak vin aku sama abang aku udh di korea","biasa kak vin aku sama abang aku udh di korea","biasa kak vin saya sama abang saya sudah di korea","['kak', 'vin', 'abang', 'korea']","kak vin abang korea","positif","0","0","2025-02-16 10:21:21"
"Putzzz | Manuell’s comment: #indonesia gelap
#kaburajadulu","#indonesia gelap
#kaburajadulu","gelap","gelap","['gelap']","gelap","negatif","0","0","2025-02-20 13:56:26"
"R for zie🥷🤎✨’s comment: tim #kaburajadul
disana nyari kerja gak mandang tinggi badan ,gaada batasan usia jg☺️","tim #kaburajadul
disana nyari kerja gak mandang tinggi badan ,gaada batasan usia jg☺️","tim disana nyari kerja gak mandang tinggi badan gaada batasan usia jg","tim disana mencari kerja tidak mandang tinggi badan gaada batasan usia jg","['tim', 'sana', 'cari', 'kerja', 'mandang', 'badan', 'gaada', 'batas', 'usia', 'jg']","tim sana cari kerja mandang badan gaada batas usia jg","positif","0","0","2025-02-28 04:04:35"
"𝐗𝐝𝐨𝐫𝐞𝐥𝐢𝐬’s comment: otw russia #kaburajadulu","otw russia #kaburajadulu","otw russia","otw russia","['otw', 'russia']","otw russia","positif","0","0","2025-02-10 14:26:23"
"one day, ya Allah","one day, ya Allah","one day ya allah","one day ya allah","['one', 'day', 'allah']","one day allah","netral","2","1","2025-02-12 13:36:27"
"fahrilHusaen’s comment: saya juga ragu dengan nasionalisme bapak","saya juga ragu dengan nasionalisme bapak","saya juga ragu dengan nasionalisme bapak","saya juga ragu dengan nasionalisme bapak","['ragu', 'nasionalisme']","ragu nasionalisme","negatif","0","0","2025-02-18 14:51:00"
"Onyacozme’s comment: kita peduli sama negara kita, tapi negara peduli ga sama kita?? 😅😅","kita peduli sama negara kita, tapi negara peduli ga sama kita?? 😅😅","kita peduli sama negara kita tapi negara peduli ga sama kita","kita peduli sama negara kita tapi negara peduli tidak sama kita","['peduli', 'negara', 'negara', 'peduli']","peduli negara negara peduli","negatif","1","0","2025-02-14 03:20:04"
"jiwa nasionalisme kita cuma buat timnas indonesia pak, kalau untuk negara maaf ngga dulu😭","jiwa nasionalisme kita cuma buat timnas indonesia pak, kalau untuk negara maaf ngga dulu😭","jiwa nasionalisme kita cuma buat timnas indonesia pak kalau untuk negara maaf ngga dulu","jiwa nasionalisme kita cuma buat timnas indonesia pak kalau untuk negara maaf tidak dulu","['jiwa', 'nasionalisme', 'timnas', 'indonesia', 'negara', 'maaf']","jiwa nasionalisme timnas indonesia negara maaf","negatif","1","2","2025-02-12 11:31:04"
"Aku tidak peduli biaya hidup mahal, Aku bisa hidup dengan makan sayur rebus ajh 🗿🗿🗿","Aku tidak peduli biaya hidup mahal, Aku bisa hidup dengan makan sayur rebus ajh 🗿🗿🗿","aku tidak peduli biaya hidup mahal aku bisa hidup dengan makan sayur rebus ajh","saya tidak peduli biaya hidup mahal saya bisa hidup dengan makan sayur rebus ajh","['peduli', 'biaya', 'hidup', 'mahal', 'hidup', 'makan', 'sayur', 'rebus', 'ajh']","peduli biaya hidup mahal hidup makan sayur rebus ajh","positif","0","0","2025-02-16 01:47:39"
"copimocca’s comment: semoga sukses bang..jangan lupa ajak keluarga juga","semoga sukses bang..jangan lupa ajak keluarga juga","semoga sukses bangjangan lupa ajak keluarga juga","semoga sukses bangjangan lupa ajak keluarga juga","['moga', 'sukses', 'bangjangan', 'lupa', 'ajak', 'keluarga']","moga sukses bangjangan lupa ajak keluarga","positif","0","0","2025-02-16 03:02:09"
"JUNIOR’s comment: mau keluar negri bukan mau trend sih tapi memang cari kerja susah","mau keluar negri bukan mau trend sih tapi memang cari kerja susah","mau keluar negri bukan mau trend sih tapi memang cari kerja susah","mau keluar negri bukan mau trend sih tapi memang cari kerja susah","['negri', 'trend', 'cari', 'kerja', 'susah']","negri trend cari kerja susah","positif","0","0","2025-02-11 08:23:00"
"iL’s comment: nasionalisme ga bikin kenyang","nasionalisme ga bikin kenyang","nasionalisme ga bikin kenyang","nasionalisme tidak bikin kenyang","['nasionalisme', 'bikin', 'kenyang']","nasionalisme bikin kenyang","negatif","1","0","2025-02-12 14:53:25"
"Malah kita perluas NKRI kitaa dengan membentuk RT dulu diluar 🤣","Malah kita perluas NKRI kitaa dengan membentuk RT dulu diluar 🤣","malah kita perluas nkri kitaa dengan membentuk rt dulu diluar","malah kita perluas nkri kitaa dengan membentuk rt dulu diluar","['luas', 'nkri', 'kitaa', 'bentuk', 'rt', 'luar']","luas nkri kitaa bentuk rt luar","negatif","3","0","2025-02-12 15:57:50"
"X💉’s comment: lah biarin jir orang pake duit sendiri ga pake duit rakyat buat ke luar negeri","lah biarin jir orang pake duit sendiri ga pake duit rakyat buat ke luar negeri","lah biarin jir orang pake duit sendiri ga pake duit rakyat buat ke luar negeri","lah biarin jir orang pake duit sendiri tidak pake duit rakyat buat ke luar negeri","['biarin', 'jir', 'orang', 'pake', 'duit', 'pake', 'duit', 'rakyat', 'negeri']","biarin jir orang pake duit pake duit rakyat negeri","negatif","1","0","2025-02-18 14:12:58"
"𝒖𝒌𝒊𝒔/𝒂𝒍𝒊𝒇’s comment: lh bsa ny ngmong tpi tk ad selusiny buat rakyat ny","lh bsa ny ngmong tpi tk ad selusiny buat rakyat ny","lh bsa ny ngmong tpi tk ad selusiny buat rakyat ny","lh bsa nya ngmong tpi tk ad selusiny buat rakyat nya","['lh', 'bsa', 'ngmong', 'tpi', 'tk', 'ad', 'selusiny', 'rakyat']","lh bsa ngmong tpi tk ad selusiny rakyat","negatif","0","0","2025-02-25 02:11:41"
"[<DRIVER_MOEDA007>]’s comment: kalo bapak berpikir aturan pembelian LPG 3KG yg katanya supaya tepat sasaran ke masyarakat bawah.malah justru mempersulit. saya malah meragukan kinerja bapak🧐","kalo bapak berpikir aturan pembelian LPG 3KG yg katanya supaya tepat sasaran ke masyarakat bawah.malah justru mempersulit. saya malah meragukan kinerja bapak🧐","kalo bapak berpikir aturan pembelian lpg 3kg yg katanya supaya tepat sasaran ke masyarakat bawahmalah justru mempersulit saya malah meragukan kinerja bapak","kalau bapak berpikir aturan pembelian lpg 3kg yang katanya supaya tepat sasaran ke masyarakat bawahmalah justru mempersulit saya malah meragukan kinerja bapak","['pikir', 'atur', 'beli', 'lpg', 'sasar', 'masyarakat', 'bawahmalah', 'sulit', 'ragu', 'kerja']","pikir atur beli lpg sasar masyarakat bawahmalah sulit ragu kerja","positif","1","0","2025-02-12 18:23:56"
"robin’s comment: bahlil yang ga punya","bahlil yang ga punya","bahlil yang ga punya","bahlil yang tidak punya","['bahlil']","bahlil","negatif","0","0","2025-02-16 04:41:56"
"aryantiwiwik962’s comment: yg kabur diragukan nasionalisme nya, yg korup nasionalisme nya gmana?","yg kabur diragukan nasionalisme nya, yg korup nasionalisme nya gmana?","yg kabur diragukan nasionalisme nya yg korup nasionalisme nya gmana","yang kabur diragukan nasionalisme nya yang korup nasionalisme nya gmana","['kabur', 'ragu', 'nasionalisme', 'korup', 'nasionalisme', 'gmana']","kabur ragu nasionalisme korup nasionalisme gmana","negatif","0","0","2025-02-19 03:45:19"
