text,extracted_text,cleaned_text,normalized_text,tokens_no_stopwords_and_stemmed,tokens_no_stopwords_and_stemmed_formatted,processed,likes,reply_count,created_time_formatted,is_pinned,is_reply,user_verified,comment_language
🧘🏻’s comment: Ya Allaaaaaah aku mau keluar jg dr Indoooo,Ya Allaaaaaah aku mau keluar jg dr Indoooo,ya allaaaaaah aku mau keluar jg dr indoooo,ya allah saya mau keluar jg dari indonesia,"['allah', 'jg', 'indonesia']","[allah, jg, indonesia]",allah jg indonesia,1,0,2025-02-12 14:38:41,False,True,False,id
Priv’s comment: buzzer,buzzer,buzzer,buzzer,['buzzer'],[buzzer],buzzer,0,0,2025-02-18 14:46:42,False,True,False,en
heyhoo’s comment: @tamarin,@tamarin,,,[],[],,1,0,2025-02-13 15:16:37,False,True,False,un
🫐 Blueberry’s comment: 😭🙏 sama saya pun juga meragukan kalian para pejabat,😭🙏 sama saya pun juga meragukan kalian para pejabat,sama saya pun juga meragukan kalian para pejabat,sama saya pun juga meragukan kalian para pejabat,"['ragu', 'jabat']","[ragu, jabat]",ragu jabat,0,0,2025-02-18 08:12:07,False,True,False,id
Wijaya Tours’s comment: Nasionalisme dia adalah korupt😭,Nasionalisme dia adalah korupt😭,nasionalisme dia adalah korupt,nasionalisme dia adalah korupt,"['nasionalisme', 'korupt']","[nasionalisme, korupt]",nasionalisme korupt,0,0,2025-02-16 02:42:15,False,True,False,id
"anakku kejerman ,akupun ikut kejerman😊","anakku kejerman ,akupun ikut kejerman😊",anakku kejerman akupun ikut kejerman,anakku kejerman akupun ikut kejerman,"['anak', 'kejerman', 'aku', 'kejerman']","[anak, kejerman, aku, kejerman]",anak kejerman aku kejerman,0,0,2025-03-12 02:26:48,False,True,False,id
Sun🦋’s comment: Ikutttt😭,Ikutttt😭,ikutttt,ikut,[],[],,1,0,2025-02-12 14:56:24,False,True,False,id
dea’s comment: saya kerja di Malaysia pokonamah enak di luar negeri daripada di Indonesia,saya kerja di Malaysia pokonamah enak di luar negeri daripada di Indonesia,saya kerja di malaysia pokonamah enak di luar negeri daripada di indonesia,saya kerja di malaysia pokonamah enak di luar negeri daripada di indonesia,"['kerja', 'malaysia', 'pokonamah', 'enak', 'negeri', 'indonesia']","[kerja, malaysia, pokonamah, enak, negeri, indonesia]",kerja malaysia pokonamah enak negeri indonesia,0,0,2025-02-17 03:29:34,False,True,False,ms
I R F A N’s comment: Saya 6tahun dijepang belum pengen pulang ke indonesia. Bukannya gak nasionalisme tapi karna susahnya cari kerja di indonesia jadi alasan buat bertahan di luar negeri🥹,Saya 6tahun dijepang belum pengen pulang ke indonesia. Bukannya gak nasionalisme tapi karna susahnya cari kerja di indonesia jadi alasan buat bertahan di luar negeri🥹,saya 6tahun dijepang belum pengen pulang ke indonesia bukannya gak nasionalisme tapi karna susahnya cari kerja di indonesia jadi alasan buat bertahan di luar negeri,saya 6tahun dijepang belum ingin pulang ke indonesia bukannya tidak nasionalisme tapi karena susahnya cari kerja di indonesia jadi alasan buat bertahan di luar negeri,"['dijepang', 'pulang', 'indonesia', 'nasionalisme', 'susah', 'cari', 'kerja', 'indonesia', 'alas', 'tahan', 'negeri']","[dijepang, pulang, indonesia, nasionalisme, susah, cari, kerja, indonesia, alas, tahan, negeri]",dijepang pulang indonesia nasionalisme susah cari kerja indonesia alas tahan negeri,0,0,2025-02-15 04:26:54,False,True,False,id
turtle’s comment: iya kabur aja dulu nanti abis kontrak balik lagi yaaa,iya kabur aja dulu nanti abis kontrak balik lagi yaaa,iya kabur aja dulu nanti abis kontrak balik lagi yaaa,iya kabur aja dulu nanti abis kontrak balik lagi ya,"['iya', 'kabur', 'aja', 'abis', 'kontrak']","[iya, kabur, aja, abis, kontrak]",iya kabur aja abis kontrak,0,0,2025-02-11 10:08:34,False,True,False,id
lea’s comment: otw aussie ah,otw aussie ah,otw aussie ah,otw aussie ah,"['otw', 'aussie']","[otw, aussie]",otw aussie,0,0,2025-02-15 02:14:53,False,True,False,en
"jangan tanya ke rakyat,di mana letak nasionalisme para pejabat,.. ada 2 hal yang membuat rakyat tidak sejahtera tera,keadilan dan korupsi merajalela🙏","jangan tanya ke rakyat,di mana letak nasionalisme para pejabat,.. ada 2 hal yang membuat rakyat tidak sejahtera tera,keadilan dan korupsi merajalela🙏",jangan tanya ke rakyatdi mana letak nasionalisme para pejabat ada 2 hal yang membuat rakyat tidak sejahtera terakeadilan dan korupsi merajalela,jangan tanya ke rakyatdi mana letak nasionalisme para pejabat ada 2 hal yang membuat rakyat tidak sejahtera terakeadilan dan korupsi merajalela,"['rakyatdi', 'letak', 'nasionalisme', 'jabat', 'rakyat', 'sejahtera', 'terakeadilan', 'korupsi', 'rajalela']","[rakyatdi, letak, nasionalisme, jabat, rakyat, sejahtera, terakeadilan, korupsi, rajalela]",rakyatdi letak nasionalisme jabat rakyat sejahtera terakeadilan korupsi rajalela,1,0,2025-02-13 03:12:53,False,True,False,id
aliex’s comment: #kaburajadulu sampai kalian sukses baru giving back buat indonesia.,#kaburajadulu sampai kalian sukses baru giving back buat indonesia.,sampai kalian sukses baru giving back buat indonesia,sampai kalian sukses baru giving back buat indonesia,"['sukses', 'giving', 'back', 'indonesia']","[sukses, giving, back, indonesia]",sukses giving back indonesia,0,0,2025-02-20 05:05:58,False,True,False,id
Mas Her’s comment: negara sedang bermain politik sprti hanya corona yg dibuat cina..skrng jepang ?dngn polos nya rakyat indonesia yg haus akan kekayaan ...2025-2030???,negara sedang bermain politik sprti hanya corona yg dibuat cina..skrng jepang ?dngn polos nya rakyat indonesia yg haus akan kekayaan ...2025-2030???,negara sedang bermain politik sprti hanya corona yg dibuat cinaskrng jepang dngn polos nya rakyat indonesia yg haus akan kekayaan 20252030,negara sedang bermain politik seperti hanya corona yang dibuat cinaskrng jepang dngn polos nya rakyat indonesia yang haus akan kekayaan 20252030,"['negara', 'main', 'politik', 'corona', 'cinaskrng', 'jepang', 'dngn', 'polos', 'rakyat', 'indonesia', 'haus', 'kaya']","[negara, main, politik, corona, cinaskrng, jepang, dngn, polos, rakyat, indonesia, haus, kaya]",negara main politik corona cinaskrng jepang dngn polos rakyat indonesia haus kaya,0,0,2025-03-12 20:47:25,False,True,False,id
Err.04’s comment: Ayo kita” sama #KaburAjaDulu,Ayo kita” sama #KaburAjaDulu,ayo kita sama,ayo kita sama,[],[],,0,0,2025-02-14 16:05:56,False,True,False,id
"Zizaaa♒’s comment: Bg, nasionalisme? Kta susah, saudara sedarah aja tiba2 jd buta bg.. mati pun jg bwa badan sndri, tnggung amal n dosa sndri..","Bg, nasionalisme? Kta susah, saudara sedarah aja tiba2 jd buta bg.. mati pun jg bwa badan sndri, tnggung amal n dosa sndri..",bg nasionalisme kta susah saudara sedarah aja tiba2 jd buta bg mati pun jg bwa badan sndri tnggung amal n dosa sndri,bg nasionalisme kta susah saudara sedarah aja tiba2 jadi buta bg mati pun jg bwa badan sndri tnggung amal n dosa sndri,"['bg', 'nasionalisme', 'kta', 'susah', 'saudara', 'darah', 'aja', 'buta', 'bg', 'mati', 'jg', 'bwa', 'badan', 'sndri', 'tnggung', 'amal', 'dosa', 'sndri']","[bg, nasionalisme, kta, susah, saudara, darah, aja, buta, bg, mati, jg, bwa, badan, sndri, tnggung, amal, dosa, sndri]",bg nasionalisme kta susah saudara darah aja buta bg mati jg bwa badan sndri tnggung amal dosa sndri,0,0,2025-02-17 12:56:58,False,True,False,ms
"azamchoirul8’s comment: jgn salahkan rakyatnya pengin kabur dari negaranya sendiri,,
- cari kerja susah dgn syarat²nya
- aturan BPJS ruwet
- aturan BPN sembrawut
- masih banyak lagi karya² penguasa yg mempersulit rakyat","jgn salahkan rakyatnya pengin kabur dari negaranya sendiri,,
- cari kerja susah dgn syarat²nya
- aturan BPJS ruwet
- aturan BPN sembrawut
- masih banyak lagi karya² penguasa yg mempersulit rakyat",jgn salahkan rakyatnya pengin kabur dari negaranya sendiri cari kerja susah dgn syarat²nya aturan bpjs ruwet aturan bpn sembrawut masih banyak lagi karya² penguasa yg mempersulit rakyat,jgn salahkan rakyatnya ingin kabur dari negaranya sendiri cari kerja susah dengan syarat²nya aturan bpjs ruwet aturan bpn sembrawut masih banyak lagi karya² penguasa yang mempersulit rakyat,"['jgn', 'salah', 'rakyat', 'kabur', 'negara', 'cari', 'kerja', 'susah', 'atur', 'bpjs', 'ruwet', 'atur', 'bpn', 'sembrawut', 'kuasa', 'sulit', 'rakyat']","[jgn, salah, rakyat, kabur, negara, cari, kerja, susah, atur, bpjs, ruwet, atur, bpn, sembrawut, kuasa, sulit, rakyat]",jgn salah rakyat kabur negara cari kerja susah atur bpjs ruwet atur bpn sembrawut kuasa sulit rakyat,0,0,2025-02-16 03:54:41,False,True,False,id
addict’s comment: keren lo bang,keren lo bang,keren lo bang,keren kamu bang,"['keren', 'bang']","[keren, bang]",keren bang,0,0,2025-02-20 18:02:37,False,True,False,id
Bukan syahnaz’s comment: Aku jg pengen kluar dr negara ini 😭,Aku jg pengen kluar dr negara ini 😭,aku jg pengen kluar dr negara ini,saya jg ingin kluar dari negara ini,"['jg', 'kluar', 'negara']","[jg, kluar, negara]",jg kluar negara,3,0,2025-02-12 03:53:27,False,True,False,id
"enterprenur dunia nyata’s comment: kalau kerja k luar negeri si gg mslah, tpi klau pindah, tinggal, y diragukan nasionalismenya","kalau kerja k luar negeri si gg mslah, tpi klau pindah, tinggal, y diragukan nasionalismenya",kalau kerja k luar negeri si gg mslah tpi klau pindah tinggal y diragukan nasionalismenya,kalau kerja ke luar negeri si gg mslah tpi klau pindah tinggal y diragukan nasionalismenya,"['kerja', 'negeri', 'gg', 'mslah', 'tpi', 'klau', 'pindah', 'tinggal', 'ragu', 'nasionalisme']","[kerja, negeri, gg, mslah, tpi, klau, pindah, tinggal, ragu, nasionalisme]",kerja negeri gg mslah tpi klau pindah tinggal ragu nasionalisme,0,0,2025-02-28 16:18:33,False,True,False,id
"Pratama arhan’s comment: pemerintah hrusny bkerja supaya rupiah itu menguat , krna jika rupiah menguat ,maka yg kerja keluar negeri juga mikir klo dolar rendah","pemerintah hrusny bkerja supaya rupiah itu menguat , krna jika rupiah menguat ,maka yg kerja keluar negeri juga mikir klo dolar rendah",pemerintah hrusny bkerja supaya rupiah itu menguat krna jika rupiah menguat maka yg kerja keluar negeri juga mikir klo dolar rendah,pemerintah hrusny bkerja supaya rupiah itu menguat krna jika rupiah menguat maka yang kerja keluar negeri juga mikir kalau dolar rendah,"['perintah', 'hrusny', 'bkerja', 'rupiah', 'kuat', 'krna', 'rupiah', 'kuat', 'kerja', 'negeri', 'mikir', 'dolar', 'rendah']","[perintah, hrusny, bkerja, rupiah, kuat, krna, rupiah, kuat, kerja, negeri, mikir, dolar, rendah]",perintah hrusny bkerja rupiah kuat krna rupiah kuat kerja negeri mikir dolar rendah,5,5,2025-02-14 12:36:14,False,True,False,id
Raden A Y U’s comment: sebenarnya gpp indonesia dah penuh 😂,sebenarnya gpp indonesia dah penuh 😂,sebenarnya gpp indonesia dah penuh,sebenarnya gpp indonesia dah penuh,"['gpp', 'indonesia', 'dah', 'penuh']","[gpp, indonesia, dah, penuh]",gpp indonesia dah penuh,1,0,2025-02-12 14:03:40,False,True,False,id
"bawa saya kabur, tolongg","bawa saya kabur, tolongg",bawa saya kabur tolongg,bawa saya kabur tolongg,"['bawa', 'kabur', 'tolongg']","[bawa, kabur, tolongg]",bawa kabur tolongg,0,0,2025-02-24 15:23:22,False,True,False,id
爱🤍’s comment: maap2 kata nih bg proses ke korea juga sainganya banyak bgt😭😭😭 jamanku aja dulu sainganya 20rb org yg di ambil cuma 6 rban😭😭😭🤣🤣,maap2 kata nih bg proses ke korea juga sainganya banyak bgt😭😭😭 jamanku aja dulu sainganya 20rb org yg di ambil cuma 6 rban😭😭😭🤣🤣,maap2 kata nih bg proses ke korea juga sainganya banyak bgt jamanku aja dulu sainganya 20rb org yg di ambil cuma 6 rban,maap2 kata nih bg proses ke korea juga sainganya banyak banget jamanku aja dulu sainganya 20rb orang yang di ambil cuma 6 rban,"['bg', 'proses', 'korea', 'sainganya', 'banget', 'jaman', 'aja', 'sainganya', 'orang', 'ambil', 'rban']","[bg, proses, korea, sainganya, banget, jaman, aja, sainganya, orang, ambil, rban]",bg proses korea sainganya banget jaman aja sainganya orang ambil rban,0,0,2025-02-17 10:20:09,False,True,False,id
Nasionalisme yang mana ?,Nasionalisme yang mana ?,nasionalisme yang mana,nasionalisme yang mana,['nasionalisme'],[nasionalisme],nasionalisme,0,0,2025-02-19 23:42:46,False,True,False,id
Semakin di tantang malah semakin semangat buat kabur aja dulu ygy😂🙏🏻,Semakin di tantang malah semakin semangat buat kabur aja dulu ygy😂🙏🏻,semakin di tantang malah semakin semangat buat kabur aja dulu ygy,semakin di tantang malah semakin semangat buat kabur aja dulu ygy,"['tantang', 'semangat', 'kabur', 'aja', 'ygy']","[tantang, semangat, kabur, aja, ygy]",tantang semangat kabur aja ygy,3,0,2025-02-12 09:32:18,False,True,False,id
s’s comment: @ErL gua suka ma ni trend😹,@ErL gua suka ma ni trend😹,gua suka ma ni trend,saya suka ma ini trend,"['suka', 'ma', 'trend']","[suka, ma, trend]",suka ma trend,1,1,2025-02-13 10:13:44,False,True,False,id
Dede amoy’s comment: kalo sy pindah ke Korea bisa GK ya ..🤣🤣🤣,kalo sy pindah ke Korea bisa GK ya ..🤣🤣🤣,kalo sy pindah ke korea bisa gk ya,kalau saya pindah ke korea bisa tidak ya,"['pindah', 'korea']","[pindah, korea]",pindah korea,2,0,2025-02-23 14:17:48,False,True,False,id
𝔯𝔞𝔡𝔦𝔱.𝔞𝔩’s comment: gimana cara agar bisa kerja di luar negri?,gimana cara agar bisa kerja di luar negri?,gimana cara agar bisa kerja di luar negri,bagaimana cara agar bisa kerja di luar negri,"['kerja', 'negri']","[kerja, negri]",kerja negri,0,0,2025-02-16 11:51:27,False,True,False,id
"ms_ambarita304’s comment: aq klw gak mikirin permintaan ortu,,sdh pergi kerja diluar aq dr 2006 😪 disini beban kerja tinggi,,gaji main hompimpa 😭","aq klw gak mikirin permintaan ortu,,sdh pergi kerja diluar aq dr 2006 😪 disini beban kerja tinggi,,gaji main hompimpa 😭",aq klw gak mikirin permintaan ortusdh pergi kerja diluar aq dr 2006 disini beban kerja tinggigaji main hompimpa,aq kalau tidak mikirin permintaan ortusdh pergi kerja diluar aq dari 2006 disini beban kerja tinggigaji main hompimpa,"['aq', 'mikirin', 'minta', 'ortusdh', 'pergi', 'kerja', 'luar', 'aq', 'beban', 'kerja', 'tinggigaji', 'main', 'hompimpa']","[aq, mikirin, minta, ortusdh, pergi, kerja, luar, aq, beban, kerja, tinggigaji, main, hompimpa]",aq mikirin minta ortusdh pergi kerja luar aq beban kerja tinggigaji main hompimpa,1,0,2025-02-12 14:21:07,False,True,False,id
"ZRILL’s comment: selagi bukan donatur
dilarang ngatur","selagi bukan donatur
dilarang ngatur",selagi bukan donatur dilarang ngatur,selagi bukan donatur dilarang ngatur,"['selagi', 'donatur', 'larang', 'ngatur']","[selagi, donatur, larang, ngatur]",selagi donatur larang ngatur,0,0,2025-02-19 13:17:23,False,True,False,id
Bi’s comment: kalau gitu tolong tunjukkan nasionalisme yang benar dan NYATA seperti apa pak?,kalau gitu tolong tunjukkan nasionalisme yang benar dan NYATA seperti apa pak?,kalau gitu tolong tunjukkan nasionalisme yang benar dan nyata seperti apa pak,kalau begitu tolong tunjukkan nasionalisme yang benar dan nyata seperti apa pak,"['tolong', 'tunjuk', 'nasionalisme', 'nyata']","[tolong, tunjuk, nasionalisme, nyata]",tolong tunjuk nasionalisme nyata,3,0,2025-02-13 06:42:54,False,True,False,id
"Aileen’s comment: tidak ada yang peduli pada nasib buruh,selama mereka mendapatkan kepuasan secara instan.
tikusberkedokpejabat.","tidak ada yang peduli pada nasib buruh,selama mereka mendapatkan kepuasan secara instan.
tikusberkedokpejabat.",tidak ada yang peduli pada nasib buruhselama mereka mendapatkan kepuasan secara instan tikusberkedokpejabat,tidak ada yang peduli pada nasib buruhselama mereka mendapatkan kepuasan secara instan tikusberkedokpejabat,"['peduli', 'nasib', 'buruhselama', 'puas', 'instan', 'tikusberkedokpejabat']","[peduli, nasib, buruhselama, puas, instan, tikusberkedokpejabat]",peduli nasib buruhselama puas instan tikusberkedokpejabat,1,0,2025-02-24 04:19:55,False,True,False,id
peduli apa saya,peduli apa saya,peduli apa saya,peduli apa saya,['peduli'],[peduli],peduli,0,0,2025-02-17 10:15:17,False,True,False,ms
beabadooliin’s comment: semoga ak juga bisa😔,semoga ak juga bisa😔,semoga ak juga bisa,semoga ak juga bisa,"['moga', 'ak']","[moga, ak]",moga ak,0,0,2025-03-13 10:07:01,False,True,False,id
"ZiDan_Og’s comment: 😂why is there 1 piece of trash around you guys don't care about it and don't pick it up.
No wonder the country is not advanced, its people don't care about the trash around them. Just take one piece","😂why is there 1 piece of trash around you guys don't care about it and don't pick it up.
No wonder the country is not advanced, its people don't care about the trash around them. Just take one piece",why is there 1 piece of trash around you guys dont care about it and dont pick it up no wonder the country is not advanced its people dont care about the trash around them just take one piece,why is there 1 piece of trash around you guys dont care about it and dont pick it up no wonder the country is not advanced its people dont care about the trash around them just take one piece,"['why', 'is', 'there', 'piece', 'of', 'trash', 'around', 'you', 'dont', 'care', 'about', 'it', 'and', 'dont', 'pick', 'it', 'up', 'no', 'wonder', 'the', 'country', 'is', 'not', 'advanced', 'its', 'people', 'dont', 'care', 'about', 'the', 'trash', 'around', 'them', 'just', 'take', 'one', 'piece']","[why, is, there, piece, of, trash, around, you, dont, care, about, it, and, dont, pick, it, up, no, wonder, the, country, is, not, advanced, its, people, dont, care, about, the, trash, around, them, just, take, one, piece]",why is there piece of trash around you dont care about it and dont pick it up no wonder the country is not advanced its people dont care about the trash around them just take one piece,0,0,2025-02-25 02:46:54,False,True,False,en
STRIPING VARIASI’s comment: mulyono hama,mulyono hama,mulyono hama,mulyono hama,"['mulyono', 'hama']","[mulyono, hama]",mulyono hama,808,42,2025-02-12 04:16:05,False,True,False,hi
Maunya tinggal di indo aja tp gaji 2 digit 🤭 luar negeri untuk liburan aja 🤭,Maunya tinggal di indo aja tp gaji 2 digit 🤭 luar negeri untuk liburan aja 🤭,maunya tinggal di indo aja tp gaji 2 digit luar negeri untuk liburan aja,inginnya tinggal di indonesia aja tp gaji 2 digit luar negeri untuk liburan aja,"['ingin', 'tinggal', 'indonesia', 'aja', 'tp', 'gaji', 'digit', 'negeri', 'libur', 'aja']","[ingin, tinggal, indonesia, aja, tp, gaji, digit, negeri, libur, aja]",ingin tinggal indonesia aja tp gaji digit negeri libur aja,0,0,2025-02-14 18:22:44,False,True,False,id
"faatihatul’s comment: Aku tim #kaburajadulu sudah setahun kabur gegara gak berhasil mulu masuk BUMN dan akhirnya berhasil di LN alhamdulillah, mungkin kalau masih kerja di indo penghasilan dan tabungan butuh waktu bertahun tahun buat ngumpulinnya biar bisa sama dengan di LN","Aku tim #kaburajadulu sudah setahun kabur gegara gak berhasil mulu masuk BUMN dan akhirnya berhasil di LN alhamdulillah, mungkin kalau masih kerja di indo penghasilan dan tabungan butuh waktu bertahun tahun buat ngumpulinnya biar bisa sama dengan di LN",aku tim sudah setahun kabur gegara gak berhasil mulu masuk bumn dan akhirnya berhasil di ln alhamdulillah mungkin kalau masih kerja di indo penghasilan dan tabungan butuh waktu bertahun tahun buat ngumpulinnya biar bisa sama dengan di ln,saya tim sudah setahun kabur gegara tidak berhasil mulu masuk bumn dan akhirnya berhasil di ln alhamdulillah mungkin kalau masih kerja di indonesia penghasilan dan tabungan butuh waktu bertahun tahun buat ngumpulinnya biar bisa sama dengan di ln,"['tim', 'tahun', 'kabur', 'gegara', 'hasil', 'mulu', 'masuk', 'bumn', 'hasil', 'ln', 'alhamdulillah', 'kerja', 'indonesia', 'hasil', 'tabung', 'butuh', 'tahun', 'ngumpulinnya', 'biar', 'ln']","[tim, tahun, kabur, gegara, hasil, mulu, masuk, bumn, hasil, ln, alhamdulillah, kerja, indonesia, hasil, tabung, butuh, tahun, ngumpulinnya, biar, ln]",tim tahun kabur gegara hasil mulu masuk bumn hasil ln alhamdulillah kerja indonesia hasil tabung butuh tahun ngumpulinnya biar ln,0,0,2025-02-15 08:06:01,False,True,False,id
"Saya maragukan, kami pun anak Indonesia smua meragukan karena ga bisa menjamin kehidupan kita🤣","Saya maragukan, kami pun anak Indonesia smua meragukan karena ga bisa menjamin kehidupan kita🤣",saya maragukan kami pun anak indonesia smua meragukan karena ga bisa menjamin kehidupan kita,saya maragukan kami pun anak indonesia smua meragukan karena tidak bisa menjamin kehidupan kita,"['maragukan', 'anak', 'indonesia', 'smua', 'ragu', 'jamin', 'hidup']","[maragukan, anak, indonesia, smua, ragu, jamin, hidup]",maragukan anak indonesia smua ragu jamin hidup,1,0,2025-02-13 09:42:47,False,True,False,id
"betul bang,modal nasionalisme gak bikin kaya 😂","betul bang,modal nasionalisme gak bikin kaya 😂",betul bangmodal nasionalisme gak bikin kaya,betul bangmodal nasionalisme tidak bikin kaya,"['bangmodal', 'nasionalisme', 'bikin', 'kaya']","[bangmodal, nasionalisme, bikin, kaya]",bangmodal nasionalisme bikin kaya,0,0,2025-02-18 11:01:10,False,True,False,id
Official Dhika Putra’s comment: hati2 bg nanti dikatain anak abah,hati2 bg nanti dikatain anak abah,hati2 bg nanti dikatain anak abah,hati2 bg nanti dikatain anak abah,"['bg', 'dikatain', 'anak', 'abah']","[bg, dikatain, anak, abah]",bg dikatain anak abah,0,0,2025-02-18 07:52:17,False,True,False,id
Aa Bara’s comment: skrng pertanyaan nya NASIONALISME itu benefit nya apa?,skrng pertanyaan nya NASIONALISME itu benefit nya apa?,skrng pertanyaan nya nasionalisme itu benefit nya apa,skrng pertanyaan nya nasionalisme itu benefit nya apa,"['skrng', 'nasionalisme', 'benefit']","[skrng, nasionalisme, benefit]",skrng nasionalisme benefit,1,0,2025-02-20 08:14:11,False,True,False,id
YA ALLAH IZINKAN AKU TINGGAL DI UK 🥹🫂,YA ALLAH IZINKAN AKU TINGGAL DI UK 🥹🫂,ya allah izinkan aku tinggal di uk,ya allah izinkan saya tinggal di uk,"['allah', 'izin', 'tinggal', 'uk']","[allah, izin, tinggal, uk]",allah izin tinggal uk,0,0,2025-02-12 05:55:15,False,True,False,id
Luwis Sani’s comment: #akumelukabur,#akumelukabur,,,[],[],,0,0,2025-02-19 14:17:05,False,True,False,id
Destrina || MIAO FAMILY’s comment: Asli kerja di negara indonesia emang sesusah itu tapi aku masih berusaha gimana caranye berpenghasilan di negara sendiri tapi hasile 😭,Asli kerja di negara indonesia emang sesusah itu tapi aku masih berusaha gimana caranye berpenghasilan di negara sendiri tapi hasile 😭,asli kerja di negara indonesia emang sesusah itu tapi aku masih berusaha gimana caranye berpenghasilan di negara sendiri tapi hasile,asli kerja di negara indonesia memang sesusah itu tapi saya masih berusaha bagaimana caranye berpenghasilan di negara sendiri tapi hasile,"['asli', 'kerja', 'negara', 'indonesia', 'susah', 'usaha', 'caranye', 'hasil', 'negara', 'hasile']","[asli, kerja, negara, indonesia, susah, usaha, caranye, hasil, negara, hasile]",asli kerja negara indonesia susah usaha caranye hasil negara hasile,2,0,2025-02-14 06:06:24,False,True,False,id
iky’s comment: ekspresi ku: 🗿,ekspresi ku: 🗿,ekspresi ku,ekspresi saya,['ekspresi'],[ekspresi],ekspresi,2,0,2025-02-13 09:04:38,False,True,False,id
"rivai’s comment: gak perlu hujan emas atau hujan batu, yg penting dpt kerja yg layak, meski harus kabur aja dulu. go away nak...","gak perlu hujan emas atau hujan batu, yg penting dpt kerja yg layak, meski harus kabur aja dulu. go away nak...",gak perlu hujan emas atau hujan batu yg penting dpt kerja yg layak meski harus kabur aja dulu go away nak,tidak perlu hujan emas atau hujan batu yang penting dpt kerja yang layak meski harus kabur aja dulu go away nak,"['hujan', 'emas', 'hujan', 'batu', 'dpt', 'kerja', 'layak', 'kabur', 'aja', 'go', 'away', 'nak']","[hujan, emas, hujan, batu, dpt, kerja, layak, kabur, aja, go, away, nak]",hujan emas hujan batu dpt kerja layak kabur aja go away nak,6,0,2025-02-13 13:33:45,False,True,False,ms
"gw ke Rusia, kalian ke mana? 😁","gw ke Rusia, kalian ke mana? 😁",gw ke rusia kalian ke mana,saya ke rusia kalian ke mana,['rusia'],[rusia],rusia,1,0,2025-02-13 13:48:33,False,True,False,id
caa’s comment: @Lrsati_,@Lrsati_,,,[],[],,0,1,2025-02-28 18:24:55,False,True,False,un
"""SHADOW QUEEN""’s comment: mending pindah",mending pindah,mending pindah,mending pindah,"['mending', 'pindah']","[mending, pindah]",mending pindah,0,0,2025-02-28 08:54:14,False,True,False,id
Daeng Dwi’s comment: emang lu bisa jamin apa bahlil,emang lu bisa jamin apa bahlil,emang lu bisa jamin apa bahlil,memang kamu bisa jamin apa bahlil,"['jamin', 'bahlil']","[jamin, bahlil]",jamin bahlil,0,0,2025-02-16 06:38:41,False,True,False,id
nasional opo...klau sejahtrra gk ada yg namanya kabur....skolah kan dulu,nasional opo...klau sejahtrra gk ada yg namanya kabur....skolah kan dulu,nasional opoklau sejahtrra gk ada yg namanya kaburskolah kan dulu,nasional opoklau sejahtrra tidak ada yang namanya kaburskolah kan dulu,"['nasional', 'opoklau', 'sejahtrra', 'nama', 'kaburskolah']","[nasional, opoklau, sejahtrra, nama, kaburskolah]",nasional opoklau sejahtrra nama kaburskolah,0,0,2025-02-17 14:06:45,False,True,False,id
komangdarsanadarwis’s comment: Kalo dalam negri bagus gajihnya gk mungkin pada ke luar negeri..dalam negri yg punya jabatan aja yg idupnya enak,Kalo dalam negri bagus gajihnya gk mungkin pada ke luar negeri..dalam negri yg punya jabatan aja yg idupnya enak,kalo dalam negri bagus gajihnya gk mungkin pada ke luar negeridalam negri yg punya jabatan aja yg idupnya enak,kalau dalam negri bagus gajihnya tidak mungkin pada ke luar negeridalam negri yang punya jabatan aja yang idupnya enak,"['negri', 'bagus', 'gajih', 'negeridalam', 'negri', 'jabat', 'aja', 'idupnya', 'enak']","[negri, bagus, gajih, negeridalam, negri, jabat, aja, idupnya, enak]",negri bagus gajih negeridalam negri jabat aja idupnya enak,0,0,2025-02-17 14:44:09,False,True,False,id
wawhere00’s comment: emng di luar negeri ga bakalan pake AI juga kah??,emng di luar negeri ga bakalan pake AI juga kah??,emng di luar negeri ga bakalan pake ai juga kah,emng di luar negeri tidak bakalan pake ai juga kah,"['emng', 'negeri', 'pake', 'ai', 'kah']","[emng, negeri, pake, ai, kah]",emng negeri pake ai kah,0,0,2025-02-22 07:57:58,False,True,False,id
KENJAKU’s comment: lu keren bro,lu keren bro,lu keren bro,kamu keren bro,"['keren', 'bro']","[keren, bro]",keren bro,1,0,2025-02-15 04:18:51,False,True,False,id
nasionalisme mana yang menjujung tinggi korupsi,nasionalisme mana yang menjujung tinggi korupsi,nasionalisme mana yang menjujung tinggi korupsi,nasionalisme mana yang menjujung tinggi korupsi,"['nasionalisme', 'menjujung', 'korupsi']","[nasionalisme, menjujung, korupsi]",nasionalisme menjujung korupsi,1,0,2025-02-15 06:29:11,False,True,False,id
Dkz’s comment: salam dari US #kaburajadulu,salam dari US #kaburajadulu,salam dari us,salam dari us,"['salam', 'us']","[salam, us]",salam us,0,0,2025-02-10 14:22:07,False,True,False,id
canteknya_ibuk🥰’s comment: kl ada peluang ke luar negeri ak pilih ke luar negeri😌😌,kl ada peluang ke luar negeri ak pilih ke luar negeri😌😌,kl ada peluang ke luar negeri ak pilih ke luar negeri,kalau ada peluang ke luar negeri ak pilih ke luar negeri,"['peluang', 'negeri', 'ak', 'pilih', 'negeri']","[peluang, negeri, ak, pilih, negeri]",peluang negeri ak pilih negeri,0,0,2025-03-05 04:22:13,False,True,False,ms
